,cluster,size,high_cost%,low_cost%,TP,TN,FP,FN,FPR,specificity,sensitivity,precision,accuracy,balanced accuracy,f1,auc,seed_number
35,3,7978.0,0.25068939583855604,0.749310604161444,1371.0,5273.0,705.0,629.0,0.11793241886918704,0.882067581130813,0.6855,0.6604046242774566,0.8327901729756831,0.7837837905654065,0.6727183513248283,0.8781144613583138,81794
36,4,7978.0,0.25068939583855604,0.749310604161444,1341.0,5308.0,670.0,659.0,0.11207761793241888,0.8879223820675811,0.6705,0.6668324216807558,0.8334168964652795,0.7792111910337906,0.668661181750187,0.8768252341920375,81794
37,5,7978.0,0.25068939583855604,0.749310604161444,1346.0,5322.0,656.0,654.0,0.10973569755771162,0.8902643024422884,0.673,0.6723276723276723,0.8357984457257458,0.7816321512211442,0.672663668165917,0.8803006440281029,81794
38,6,7978.0,0.25068939583855604,0.749310604161444,1383.0,5242.0,736.0,617.0,0.12311809969889598,0.876881900301104,0.6915,0.6526663520528552,0.8304086237152168,0.784190950150552,0.6715222141296431,0.8776531866845099,81794
39,7,7978.0,0.25068939583855604,0.749310604161444,1348.0,5292.0,686.0,652.0,0.11475409836065575,0.8852459016393442,0.674,0.6627335299901671,0.832288794184006,0.7796229508196721,0.6683192860684185,0.8794057795249248,81794
40,8,7978.0,0.25068939583855604,0.749310604161444,1384.0,5239.0,739.0,616.0,0.12361993977919039,0.8763800602208096,0.692,0.6519076778144136,0.8301579343193783,0.7841900301104048,0.6713558088770313,0.8776673218467715,81794
41,9,7978.0,0.25068939583855604,0.749310604161444,1308.0,5368.0,610.0,692.0,0.10204081632653061,0.8979591836734694,0.654,0.6819603753910324,0.8368012033091,0.7759795918367347,0.6676875957120979,0.8798010622281699,81794
42,3,7978.0,0.25068939583855604,0.749310604161444,1337.0,5328.0,650.0,663.0,0.1087320173971228,0.8912679826028772,0.6685,0.672873678912934,0.8354224116319879,0.7798839913014386,0.6706797090544269,0.8783126045500167,83132
43,4,7978.0,0.25068939583855604,0.749310604161444,1325.0,5344.0,634.0,675.0,0.10605553696888592,0.8939444630311141,0.6625,0.6763654925982644,0.835923790423665,0.778222231515557,0.6693609497347814,0.8787473653395785,83132
44,5,7978.0,0.25068939583855604,0.749310604161444,1416.0,5162.0,816.0,584.0,0.13650050184008033,0.8634994981599197,0.708,0.6344086021505376,0.8245174229130108,0.7857497490799599,0.6691871455576559,0.8781245817999331,83132
